size,type,time,freq_before_hz,freq_after_hz,level,peak_memory_mb
1500,par,0.377115,2094950406,2094950553,10,132.762
1500,built,0.000124,2094950634,2094950840,0,1.70703
1500,seq,0.000069,2094950595,2094950748,0,1.77734
1500,par,0.000402,2094950653,2094950757,1,1.96875
1500,par,0.001140,2094950625,2094950695,2,2.00781
1500,par,0.002117,2094950607,2094950630,3,4.75
1500,par,0.003207,2094950153,2094950523,4,8.79688
1500,par,0.006580,2094950646,2094950629,5,18.8047
1500,par,0.013593,2094950641,2094950388,6,24.875
1500,par,0.023931,2094950716,2094950497,7,56.7891
1500,par,0.036270,2094950723,2094950659,8,38.8086
1500,par,0.056010,2094950494,2094950518,9,92.7383
1500,par,0.064964,2094950486,2094949975,10,79.125
1500,built,0.000122,2094950414,2094950869,0,1.70703
100000,seq,0.006757,2094950246,2094950887,0,2.6875
100000,par,0.006907,2094950507,2094950178,1,2.92578
100000,par,0.005336,2094950276,2094950616,2,3.35938
100000,par,0.004155,2094950609,2094950630,3,8.96484
100000,par,0.005316,2094950741,2094950428,4,11
100000,par,0.007776,2094950075,2094950219,5,16.8711
100000,par,0.017466,2094950479,2094950533,6,36.8398
100000,par,0.030772,2094950695,2094941020,7,27
100000,par,0.321512,2094950403,2094950503,8,56.9844
100000,par,0.091209,2094950611,2094950384,9,160.859
100000,par,0.165966,2094950308,2094950517,10,87.1562
100000,built,0.012189,2094950660,2094950849,0,3.76953
100000,seq,0.006764,2094950509,2094950422,0,2.64062
100000,par,0.006951,2094950590,2094950597,1,2.92969
100000,par,0.005302,2094950453,2094950453,2,3.35938
100000,par,0.004596,2094950519,2094950525,3,4.85156
100000,par,0.005742,2094950000,2094950013,4,12.9531
100000,par,0.007008,2094950506,2094950468,5,14.9844
100000,par,0.014489,2094950580,2094950357,6,18.9219
100000,par,0.033218,2094950295,2094950012,7,62.9805
100000,par,0.054856,2094950480,2094950243,8,110.887
100000,par,0.110295,2094950075,2094948883,9,162.832
100000,par,0.150004,2094950557,2094950539,10,220.824
100000,built,0.012139,2094949974,2094950393,0,3.8125
100000,seq,0.006747,2094950389,2094950798,0,2.62891
100000,par,0.007032,2094950186,2094950454,1,2.92578
100000,par,0.005346,2094950640,2094950472,2,3.38281
100000,par,0.004752,2094950220,2094950312,3,6.97266
100000,par,0.006678,2094950378,2094950458,4,8.94141
100000,par,0.007776,2094950632,2094950559,5,14.8906
100000,par,0.011485,2094950607,2094950551,6,32.8516
100000,par,0.030371,2094950258,2094950655,7,46.8867
100000,par,0.057081,2094950632,2094949428,8,118.914
100000,par,0.100617,2094950577,2094950502,9,90.0703
100000,par,0.469761,2094950267,2094949771,10,268.898
100000,built,0.012285,2094950585,2094950216,0,3.75
100000,seq,0.006944,2094950664,2094950815,0,2.62891
100000,par,0.007066,2094950238,2094950271,1,2.97266
100000,par,0.005309,2094950612,2094949545,2,4.85156
100000,par,0.004353,2094950436,2094950542,3,6.875
100000,par,0.005533,2094950607,2094950530,4,12.9531
100000,par,0.008684,2094950513,2094950416,5,18.9492
100000,par,0.013751,2094949974,2094950329,6,34.9102
100000,par,0.026729,2094949850,2094949724,7,27.0195
100000,par,0.030988,2094950297,2094950390,8,124.914
100000,par,0.084710,2094950341,2094949900,9,101.762
100000,par,0.375529,2094950077,2094949089,10,182.973
100000,built,0.012146,2094950604,2094950716,0,3.75391
100000,seq,0.006758,2094950618,2094950466,0,2.61719
100000,par,0.007024,2094950122,2094950315,1,2.85156
100000,par,0.005304,2094950460,2094948141,2,4.96484
100000,par,0.005059,2094950658,2094950461,3,4.90234
100000,par,0.006188,2094950390,2094950475,4,8.96875
100000,par,0.009626,2094950363,2094950514,5,16.8828
100000,par,0.015381,2094950455,2094950084,6,30.9414
100000,par,0.026458,2094950667,2094950470,7,60.9492
100000,par,0.034707,2094950395,2094950478,8,132.969
100000,par,0.082274,2094950466,2094949973,9,63.8633
100000,par,0.199392,2094950404,2094950578,10,168.797
100000,built,0.012229,2094950640,2094950625,0,3.82031
100000,seq,0.006761,2094950618,2094950845,0,2.65234
100000,par,0.006921,2094950611,2094950607,1,2.91016
100000,par,0.005390,2094950304,2094949825,2,4.82422
100000,par,0.005230,2094943895,2094949371,3,6.89062
100000,par,0.005766,2094949828,2094949541,4,8.93359
100000,par,0.009110,2094948605,2094950605,5,14.9141
100000,par,0.016803,2094950332,2094950088,6,18.9805
100000,par,0.025951,2094949893,2094950257,7,60.875
100000,par,0.048624,2094950373,2094950322,8,78.8984
100000,par,0.246266,2094950441,2094950445,9,89.3984
100000,par,0.389544,2094949888,2094948744,10,110.594
100000,built,0.012198,2094950559,2094950432,0,3.74219
100000,seq,0.006763,2094949696,2094950285,0,2.65234
100000,par,0.006968,2094950886,2094950313,1,2.91016
100000,par,0.005846,2094950557,2094949912,2,3.35547
100000,par,0.004524,2094950179,2094949705,3,4.90625
100000,par,0.005964,2094950148,2094950310,4,10.9062
100000,par,0.008621,2094950258,2094947744,5,18.9062
100000,par,0.012757,2094949691,2094949188,6,34.9531
100000,par,0.027138,2094950619,2094950122,7,48.9727
100000,par,0.221845,2094949920,2094949684,8,40.9531
100000,par,0.744367,2094948973,2094950526,9,246.855
100000,par,0.309125,2094950195,2094950254,10,123.277
100000,built,0.012138,2094950292,2094950227,0,3.82812
100000,seq,0.006759,2094950407,2094950703,0,2.64844
100000,par,0.006949,2094949465,2094950116,1,2.85547
100000,par,0.005665,2094950659,2094950598,2,3.35547
100000,par,0.004361,2094950273,2094950616,3,6.86719
100000,par,0.005229,2094950745,2094950449,4,7.04297
100000,par,0.009435,2094950537,2094950602,5,18.9258
100000,par,0.011965,2094950535,2094950492,6,22.918
100000,par,0.018714,2094950492,2094950134,7,38.8438
100000,par,0.045629,2094950671,2094950291,8,84.9023
100000,par,0.140780,2094950419,2094950177,9,117.027
100000,par,0.228948,2094950331,2094950344,10,296.781
100000,built,0.012143,2094950219,2094950265,0,3.75391
100000,seq,0.006761,2094950586,2094949830,0,2.625
100000,par,0.006949,2094950565,2094950106,1,2.91406
100000,par,0.005844,2094950154,2094950609,2,4.89062
100000,par,0.004744,2094950361,2094950508,3,4.91406
100000,par,0.005922,2094950361,2094950252,4,10.8594
100000,par,0.008916,2094950406,2094950261,5,18.8867
100000,par,0.012955,2094950465,2094950654,6,40.9141
100000,par,0.030513,2094950551,2094950360,7,58.8906
100000,par,0.072540,2094950169,2094949832,8,35.0117
100000,par,0.107818,2094950519,2094950573,9,230.91
100000,par,0.160588,2094950372,2094950296,10,125.305
100000,built,0.012178,2094950174,2094950602,0,3.75
100000,seq,0.006766,2094949450,2094950519,0,2.66797
100000,par,0.006869,2094949255,2094950713,1,2.91016
100000,par,0.005857,2094950573,2094949768,2,3.35156
100000,par,0.004489,2094950617,2094950437,3,4.88672
100000,par,0.006075,2094950590,2094950274,4,8.96875
100000,par,0.007937,2094950233,2094950590,5,16.8711
100000,par,0.015705,2094950074,2094950694,6,30.9062
100000,par,0.028017,2094950296,2094950421,7,50.9727
100000,par,0.042963,2094950612,2094950518,8,94.8906
100000,par,0.105117,2094950588,2094950595,9,66.3516
100000,par,0.179575,2094950247,2094950566,10,148.832
100000,built,0.012111,2094950423,2094950491,0,3.82031
65,seq,0.000001,2094950066,2094950850,0,1.86328
65,par,0.000361,2094950465,2094950847,1,1.86719
65,par,0.001165,2094950654,2094950851,2,1.98047
65,par,0.001918,2094949738,2094950508,3,4.85156
65,par,0.002734,2094950274,2094950727,4,6.8125
65,par,0.005467,2094950233,2094950131,5,10.8555
65,par,0.007600,2094950429,2094950590,6,12.8359
65,par,0.005674,2094950461,2094950595,7,12.8203
65,par,0.007711,2094950363,2094949755,8,10.8594
65,par,0.013973,2094950455,2094950620,9,20.7305
65,par,0.007747,2094950457,2094950571,10,12.9961
65,built,0.000006,2094950417,2094950923,0,1.71875
65,seq,0.000002,2094950381,2094950726,0,1.78125
65,par,0.000926,2094950295,2094950710,1,1.96484
65,par,0.000590,2094950555,2094950700,2,1.94922
65,par,0.002124,2094950463,2094950697,3,4.81641
65,par,0.003338,2094949931,2094950615,4,8.85547
65,par,0.004105,2094950678,2094950526,5,10.7891
65,par,0.004781,2094950649,2094950626,6,10.7891
65,par,0.007548,2094950458,2094950253,7,14.875
65,par,0.007512,2094949623,2094950479,8,18.7852
65,par,0.010206,2094950460,2094950290,9,16.957
65,par,0.008253,2094950187,2094950576,10,14.8125
65,built,0.000005,2094950403,2094950965,0,1.71875
65,seq,0.000002,2094950542,2094950898,0,1.8125
65,par,0.000928,2094950078,2094950650,1,2.85156
65,par,0.000539,2094950435,2094950733,2,1.84375
65,par,0.001355,2094950181,2094950581,3,4.74609
65,par,0.003597,2094950700,2094950385,4,8.83594
65,par,0.005590,2094950465,2094950717,5,12.875
65,par,0.005032,2094950495,2094950568,6,10.8086
65,par,0.006130,2094948884,2094950446,7,12.8125
65,par,0.006773,2094950468,2094949914,8,22.7227
65,par,0.014275,2094950566,2094950406,9,16.7891
65,par,0.009578,2094950334,2094950649,10,18.7852
65,built,0.000006,2094950316,2094950874,0,1.79688
65,seq,0.000002,2094950624,2094950928,0,1.77734
65,par,0.000365,2094950245,2094950773,1,2.01172
65,par,0.001104,2094950652,2094950911,2,1.95703
65,par,0.001915,2094949822,2094950650,3,2.74609
65,par,0.003481,2094950513,2094949898,4,6.80859
65,par,0.004822,2094949969,2094950446,5,8.875
65,par,0.006536,2094950323,2094950605,6,14.8516
65,par,0.006794,2094950200,2094950438,7,18.8477
65,par,0.011158,2094949644,2094950261,8,20.793
65,par,0.009770,2094950609,2094950405,9,13.0469
65,par,0.013954,2094950174,2094950566,10,14.9492
65,built,0.000006,2094950532,2094950911,0,1.72266
65,seq,0.000002,2094950477,2094950770,0,1.85938
65,par,0.000380,2094950602,2094950623,1,2.01562
65,par,0.001116,2094950291,2094950086,2,2.87109
65,par,0.002029,2094950649,2094950462,3,4.89062
65,par,0.002822,2094950667,2094950378,4,8.85156
65,par,0.003270,2094950661,2094949841,5,8.85547
65,par,0.005090,2094950035,2094950254,6,12.8984
65,par,0.004332,2094950633,2094950598,7,16.8555
65,par,0.006386,2094950375,2094950556,8,28.8359
65,par,0.009990,2094950577,2094950271,9,12.8203
65,par,0.008743,2094950672,2094950615,10,12.7891
65,built,0.000005,2094950519,2094948173,0,1.66797
5,seq,0.000001,2094950584,2094950794,0,1.72656
5,par,0.000370,2094950605,2094950867,1,2.72656
5,par,0.000482,2094950662,2094950713,2,1.94922
5,par,0.001106,2094950419,2094950706,3,2.75391
5,par,0.001029,2094950463,2094950847,4,1.95703
5,par,0.001095,2094950638,2094950882,5,2.74609
5,par,0.001199,2094950677,2094950813,6,2.76953
5,par,0.001070,2094950328,2094950307,7,2.82422
5,par,0.001117,2094950494,2094950745,8,2.89062
5,par,0.001142,2094950376,2094950664,9,2.80859
5,par,0.000784,2094950573,2094950749,10,2.88672
5,built,0.000001,2094950713,2094950903,0,1.73828
5,seq,0.000000,2094950214,2094950897,0,1.78125
5,par,0.000356,2094950439,2094950752,1,2.01953
5,par,0.000888,2094950570,2094950809,2,1.88672
5,par,0.001328,2094950565,2094950052,3,2.85547
5,par,0.001259,2094950388,2094950330,4,2.78906
5,par,0.001114,2094950480,2094950746,5,1.84375
5,par,0.001108,2094950621,2094950739,6,2.875
5,par,0.001519,2094950334,2094950296,7,2.79297
5,par,0.001114,2094950600,2094950737,8,2.74609
5,par,0.001121,2094950466,2094950707,9,2.79688
5,par,0.001113,2094950479,2094950763,10,2.80859
5,built,0.000001,2094950590,2094950868,0,1.71875
5,seq,0.000000,2094950384,2094950821,0,1.80859
5,par,0.000357,2094950122,2094950716,1,1.9375
5,par,0.000469,2094950763,2094950686,2,2.74219
5,par,0.000682,2094950701,2094950750,3,2.87109
5,par,0.001043,2094950650,2094950927,4,2.78516
5,par,0.001049,2094950474,2094950767,5,2.81641
5,par,0.001207,2094950442,2094947164,6,2.74609
5,par,0.001147,2094950500,2094950709,7,2.72656
5,par,0.001066,2094950643,2094950554,8,2.74609
5,par,0.001090,2094950700,2094950734,9,2.76562
5,par,0.001557,2094950648,2094950499,10,2.73438
5,built,0.000000,2094950481,2094950820,0,1.69141
5,seq,0.000000,2094950450,2094950697,0,1.80469
5,par,0.000382,2094950510,2094950840,1,1.86328
5,par,0.000473,2094950527,2094950742,2,2.85547
5,par,0.000633,2094950640,2094950712,3,2.88672
5,par,0.001109,2094950373,2094950659,4,2.87109
5,par,0.000752,2094950620,2094950728,5,2.87109
5,par,0.000776,2094950466,2094950650,6,2.74219
5,par,0.001091,2094950244,2094950596,7,4.80859
5,par,0.001099,2094950374,2094950712,8,2.875
5,par,0.001131,2094950460,2094950766,9,2.82812
5,par,0.001400,2094949702,2094950085,10,2.85156
5,built,0.000000,2094950606,2094950868,0,1.79297
5,seq,0.000000,2094950614,2094950614,0,1.8125
5,par,0.000362,2094950076,2094950744,1,2.78906
5,par,0.000817,2094950608,2094950717,2,2.85156
5,par,0.000979,2094950265,2094950750,3,2.78906
5,par,0.001045,2094949833,2094950729,4,2.87891
5,par,0.001127,2094950060,2094950615,5,2.72656
5,par,0.001123,2094950707,2094950731,6,2.85156
5,par,0.001163,2094950711,2094950760,7,2.85156
5,par,0.001844,2094950468,2094950232,8,2.78906
5,par,0.001054,2094950375,2094950636,9,2.85156
5,par,0.000763,2094950422,2094950830,10,2.85938
5,built,0.000001,2094950210,2094950712,0,1.79688
75000,seq,0.004831,2094950458,2094950705,0,2.22656
75000,par,0.005083,2094950380,2094947046,1,2.4375
75000,par,0.005063,2094950446,2094950123,2,4.41797
75000,par,0.004523,2094950502,2094950427,3,4.39453
75000,par,0.006300,2094950714,2094950414,4,8.45703
75000,par,0.008669,2094950563,2094950346,5,12.4805
75000,par,0.017208,2094950370,2094950327,6,20.3594
75000,par,0.035463,2094950278,2094950368,7,26.4023
75000,par,0.045199,2094950532,2094950442,8,124.395
75000,par,0.098893,2094950352,2094950310,9,85.7539
75000,par,0.154402,2094950131,2094950047,10,150.043
75000,built,0.008898,2094950206,2094950546,0,3.30469
75000,seq,0.004834,2094950729,2094950848,0,2.13672
75000,par,0.005151,2094950545,2094950491,1,2.53516
75000,par,0.004852,2094950645,2094950451,2,2.93359
75000,par,0.005016,2094950388,2094950101,3,6.42578
75000,par,0.005306,2094950627,2094949243,4,8.35938
75000,par,0.009206,2094949462,2094949052,5,12.3438
75000,par,0.012593,2094950451,2094950591,6,34.3242
75000,par,0.031272,2094950619,2094950492,7,30.3281
75000,par,0.042575,2094950479,2094950337,8,53.1836
75000,par,0.081582,2094950272,2094950010,9,60.1875
75000,par,0.280458,2094950517,2094950589,10,121.91
75000,built,0.008928,2094950655,2094950331,0,3.29297
75000,seq,0.004834,2094950479,2094950799,0,2.11719
75000,par,0.005241,2094950687,2094950107,1,2.51953
75000,par,0.004306,2094950527,2094949849,2,3.05469
75000,par,0.004483,2094950517,2094950544,3,6.40234
75000,par,0.006110,2094950552,2094950479,4,8.33594
75000,par,0.007841,2094950411,2094950264,5,12.3711
75000,par,0.011944,2094950326,2094949701,6,16.4414
75000,par,0.022691,2094950567,2094950391,7,26.5977
75000,par,0.040340,2094950516,2094950585,8,64.375
75000,par,0.084246,2094950178,2094950442,9,58.543
75000,par,0.190000,2094950760,2094950026,10,132.023
75000,built,0.008879,2094950647,2094950414,0,3.23438
75000,seq,0.004832,2094950561,2094950735,0,2.22656
75000,par,0.005056,2094949598,2094950619,1,2.44531
75000,par,0.004450,2094950321,2094950588,2,4.34375
75000,par,0.004644,2094950315,2094949014,3,4.32422
75000,par,0.006546,2094950128,2094950424,4,6.41406
75000,par,0.006202,2094950531,2094950409,5,20.4609
75000,par,0.011224,2094950333,2094950417,6,30.5469
75000,par,0.021998,2094950388,2094950252,7,22.6758
75000,par,0.036513,2094950280,2094950307,8,34.7266
75000,par,0.098265,2094950539,2094950360,9,110.379
75000,par,0.254280,2094950446,2094950494,10,131.711
75000,built,0.008900,2094950642,2094950751,0,3.29297
75000,seq,0.004830,2094950466,2094950885,0,2.24219
75000,par,0.005145,2094950356,2094949355,1,2.45312
75000,par,0.004299,2094950467,2094950642,2,4.46484
75000,par,0.005143,2094950307,2094950619,3,6.35547
75000,par,0.005416,2094950463,2094950585,4,6.39453
75000,par,0.009226,2094950407,2094950579,5,14.3398
75000,par,0.011723,2094950757,2094950515,6,34.3984
75000,par,0.021329,2094950658,2094950522,7,68.3789
75000,par,0.047096,2094950450,2094950465,8,96.3984
75000,par,0.088456,2094950398,2094949850,9,170.359
75000,par,0.285180,2094950340,2094950065,10,104.871
75000,built,0.008955,2094950180,2094950384,0,3.24219
7000,seq,0.000368,2094950393,2094950773,0,1.85156
7000,par,0.001425,2094950040,2094947289,1,1.94141
7000,par,0.001374,2094950332,2094950193,2,2.74609
7000,par,0.001379,2094950459,2094950117,3,4.80859
7000,par,0.003431,2094950197,2094949354,4,8.75
7000,par,0.007599,2094950534,2094950481,5,8.90234
7000,par,0.012984,2094950638,2094950630,6,28.8555
7000,par,0.027384,2094949859,2094950340,7,56.7969
7000,par,0.066846,2094950708,2094949234,8,88.8867
7000,par,0.376787,2094950412,2094950278,9,96.9609
7000,par,0.150787,2094950335,2094950147,10,290.84
7000,built,0.000675,2094949759,2094950794,0,1.94531
7000,seq,0.000368,2094950524,2094950882,0,1.88281
7000,par,0.000588,2094950716,2094950863,1,2.04297
7000,par,0.002111,2094949820,2094948888,2,2.87109
7000,par,0.002137,2094950657,2094950569,3,4.81641
7000,par,0.003059,2094948344,2094950393,4,10.7266
7000,par,0.006457,2094950500,2094950601,5,16.8594
7000,par,0.016182,2094950381,2094950455,6,34.8516
7000,par,0.031575,2094948801,2094950233,7,54.7305
7000,par,0.053471,2094950193,2094949969,8,94.793
7000,par,0.084355,2094950605,2094950676,9,80.7266
7000,par,0.957226,2094950692,2094950328,10,346.691
7000,built,0.000672,2094950575,2094950754,0,1.91016
7000,seq,0.000367,2094950436,2094950626,0,1.82812
7000,par,0.000592,2094949465,2094949960,1,2.05078
7000,par,0.001341,2094949402,2094949521,2,2.87109
7000,par,0.002035,2094950573,2094950309,3,2.75
7000,par,0.003674,2094950216,2094949950,4,8.85156
7000,par,0.005549,2094950125,2094950469,5,16.8516
7000,par,0.015454,2094950679,2094950428,6,26.8086
7000,par,0.025886,2094950611,2094949726,7,66.7344
7000,par,0.059536,2094950435,2094950222,8,102.773
7000,par,0.097096,2094950534,2094950596,9,87.9688
7000,par,0.247686,2094950509,2094950434,10,96.4102
7000,built,0.000711,2094950315,2094950780,0,1.95312
7000,seq,0.000368,2094950353,2094950555,0,2.01562
7000,par,0.000554,2094950650,2094950726,1,2.05078
7000,par,0.000704,2094950527,2094950654,2,2.89062
7000,par,0.001474,2094950093,2094950604,3,2.87109
7000,par,0.003870,2094950542,2094950326,4,8.91797
7000,par,0.006835,2094950464,2094950259,5,16.8594
7000,par,0.014803,2094950551,2094950713,6,32.7852
7000,par,0.028553,2094950711,2094950512,7,29.1836
7000,par,0.133728,2094950650,2094950496,8,74.8555
7000,par,0.130263,2094950523,2094950255,9,64.2969
7000,par,0.532146,2094950543,2094949461,10,132.363
7000,built,0.000672,2094950425,2094950749,0,1.84766
7000,seq,0.000367,2094950467,2094950795,0,1.83203
7000,par,0.000573,2094950495,2094950824,1,2.07812
7000,par,0.001393,2094950337,2094950610,2,2.0625
7000,par,0.003612,2094950755,2094950461,3,4.85938
7000,par,0.003605,2094950632,2094950597,4,10.8711
7000,par,0.007067,2094950154,2094950504,5,18.793
7000,par,0.014927,2094950597,2094950477,6,34.7891
7000,par,0.030052,2094950532,2094949830,7,48.7891
7000,par,0.050332,2094950624,2094950612,8,110.852
7000,par,0.077283,2094950383,2094950073,9,136.793
7000,par,0.580930,2094950283,2094950576,10,144.219
7000,built,0.000674,2094950456,2094950810,0,1.87891
100,seq,0.000003,2094950515,2094950746,0,1.85547
100,par,0.000382,2094950477,2094950754,1,1.97266
100,par,0.001270,2094950642,2094950442,2,2.74609
100,par,0.002041,2094950489,2094950183,3,4.80469
100,par,0.002790,2094950688,2094950759,4,8.72656
100,par,0.005897,2094950650,2094950593,5,16.8516
100,par,0.009695,2094950540,2094950559,6,24.7266
100,par,0.017990,2094950489,2094948283,7,26.9336
100,par,0.018027,2094949175,2094949329,8,17.0508
100,par,0.023145,2094950629,2094950488,9,26.7852
100,par,0.016646,2094950453,2094950513,10,24.6719
100,built,0.000009,2094950330,2094950730,0,1.78906
100,seq,0.000003,2094949965,2094950709,0,1.85547
100,par,0.000371,2094950273,2094950974,1,1.83984
100,par,0.000573,2094950419,2094950723,2,4.84766
100,par,0.001756,2094950339,2094950246,3,4.76562
100,par,0.003544,2094950247,2094950514,4,10.8281
100,par,0.005596,2094950455,2094950396,5,14.8594
100,par,0.009132,2094950311,2094950505,6,24.7266
100,par,0.015226,2094950512,2094950458,7,28.7188
100,par,0.019946,2094950444,2094950474,8,26.7969
100,par,0.020038,2094950002,2094950346,9,30.9141
100,par,0.014877,2094950516,2094949379,10,34.7305
100,built,0.000008,2094950397,2094950737,0,1.74219
100,seq,0.000003,2094950550,2094950747,0,1.78125
100,par,0.000356,2094950304,2094950831,1,2.72656
100,par,0.000876,2094950331,2094950864,2,2.74609
100,par,0.001227,2094950645,2094950700,3,4.875
100,par,0.003704,2094950248,2094950527,4,8.85547
100,par,0.005890,2094950671,2094950457,5,14.75
100,par,0.007900,2094950492,2094950434,6,20.8164
100,par,0.012988,2094950546,2094950702,7,22.7383
100,par,0.017740,2094950422,2094950566,8,42.7891
100,par,0.022642,2094950449,2094950512,9,22.7891
100,par,0.018385,2094950160,2094950451,10,28.793
100,built,0.000007,2094950319,2094950718,0,1.75391
100,seq,0.000004,2094950492,2094950875,0,1.72656
100,par,0.000937,2094950189,2094950663,1,2.85156
100,par,0.000992,2094950512,2094949773,2,2.72656
100,par,0.001563,2094950147,2094949819,3,4.84766
100,par,0.003599,2094950523,2094950626,4,8.85156
100,par,0.006442,2094950533,2094950595,5,16.75
100,par,0.010514,2094950553,2094950650,6,16.8711
100,par,0.017857,2094950285,2094949610,7,16.7461
100,par,0.018087,2094950488,2094950514,8,19.0195
100,par,0.014747,2094950619,2094950571,9,19.1523
100,par,0.015105,2094950714,2094950548,10,27.0859
100,built,0.000008,2094950473,2094950676,0,1.75
100,seq,0.000003,2094950510,2094950962,0,1.75391
100,par,0.000409,2094950331,2094950745,1,1.87891
100,par,0.000556,2094950637,2094950836,2,2.03125
100,par,0.002207,2094950285,2094950582,3,2.82422
100,par,0.003495,2094950588,2094950517,4,8.87109
100,par,0.006768,2094950601,2094950591,5,14.8477
100,par,0.008817,2094949367,2094949294,6,26.8906
100,par,0.012266,2094950581,2094950592,7,30.8516
100,par,0.016818,2094950345,2094950523,8,28.7656
100,par,0.016764,2094950500,2094950553,9,42.9219
100,par,0.016457,2094950603,2094950571,10,50.8242
100,built,0.000007,2094950129,2094950807,0,1.75
100,seq,0.000003,2094950505,2094950582,0,1.78125
100,par,0.000390,2094950634,2094950864,1,2.01953
100,par,0.001174,2094950531,2094950719,2,1.95312
100,par,0.002010,2094950590,2094950012,3,4.87109
100,par,0.003653,2094950526,2094950453,4,8.80859
100,par,0.005104,2094950421,2094950592,5,16.7461
100,par,0.009440,2094950323,2094950511,6,24.7539
100,par,0.012493,2094950442,2094950398,7,22.8672
100,par,0.014248,2094947376,2094950563,8,22.7188
100,par,0.020512,2094950549,2094950516,9,24.75
100,par,0.016248,2094950015,2094950567,10,30.9102
100,built,0.000009,2094950519,2094950742,0,1.79688
100,seq,0.000003,2094950619,2094950910,0,1.77734
100,par,0.000360,2094950442,2094950648,1,2.02344
100,par,0.000562,2094950323,2094950762,2,2.875
100,par,0.002005,2094950414,2094949931,3,4.83984
100,par,0.003957,2094950473,2094950705,4,8.78906
100,par,0.006373,2094949664,2094950599,5,14.8398
100,par,0.009011,2094950560,2094950429,6,16.875
100,par,0.014135,2094950583,2094950566,7,26.8672
100,par,0.015343,2094950388,2094950575,8,38.8516
100,par,0.022472,2094950636,2094950583,9,30.8438
100,par,0.015024,2094950604,2094950505,10,38.8516
100,built,0.000008,2094946765,2094950767,0,1.66016
100,seq,0.000004,2094950459,2094950784,0,1.80859
100,par,0.000371,2094950713,2094950716,1,1.87109
100,par,0.001185,2094950490,2094950709,2,2.76562
100,par,0.001887,2094950433,2094950754,3,4.74609
100,par,0.003804,2094950611,2094950058,4,8.85156
100,par,0.005952,2094950562,2094950381,5,16.8828
100,par,0.009830,2094950320,2094950486,6,12.7227
100,par,0.012803,2094950053,2094950574,7,24.7852
100,par,0.018456,2094950748,2094950538,8,44.8594
100,par,0.016158,2094950423,2094950528,9,22.793
100,par,0.019090,2094950436,2094950567,10,23.168
100,built,0.000007,2094950458,2094950718,0,1.71484
100,seq,0.000003,2094950653,2094950755,0,1.72266
100,par,0.000364,2094950252,2094950697,1,1.94531
100,par,0.001175,2094950523,2094948261,2,1.83984
100,par,0.001512,2094950227,2094950172,3,4.72656
100,par,0.003504,2094950536,2094950467,4,10.8516
100,par,0.008162,2094950613,2094950299,5,14.75
100,par,0.011220,2094950675,2094950481,6,24.7969
100,par,0.015150,2094950624,2094950345,7,16.8125
100,par,0.018158,2094950204,2094950527,8,36.8867
100,par,0.011149,2094950516,2094950526,9,20.75
100,par,0.016346,2094950297,2094950491,10,54.8516
100,built,0.000008,2094950369,2094950721,0,1.66406
100,seq,0.000003,2094950427,2094950834,0,1.85547
100,par,0.000306,2094950490,2094950735,1,1.94922
100,par,0.001156,2094950583,2094950877,2,2.76562
100,par,0.001954,2094950167,2094950099,3,4.8125
100,par,0.003849,2094950304,2094950312,4,8.88281
100,par,0.005856,2094950561,2094950376,5,14.8164
100,par,0.009190,2094949018,2094950589,6,10.9531
100,par,0.011274,2094950553,2094950584,7,22.832
100,par,0.024567,2094950603,2094949872,8,40.832
100,par,0.022457,2094950468,2094950617,9,38.6602
100,par,0.022449,2094950723,2094950535,10,26.8438
100,built,0.000008,2094950567,2094950978,0,1.79297
1000,seq,0.000044,2094950441,2094950716,0,1.79297
1000,par,0.000408,2094950104,2094950882,1,1.95703
1000,par,0.001148,2094950614,2094950759,2,2.05078
1000,par,0.002046,2094950621,2094950438,3,4.80859
1000,par,0.003587,2094950460,2094949802,4,8.85547
1000,par,0.006992,2094950410,2094950540,5,16.7891
1000,par,0.012452,2094950397,2094950350,6,20.8555
1000,par,0.015375,2094950252,2094950586,7,32.8164
1000,par,0.037729,2094950504,2094950532,8,27.2305
1000,par,0.043538,2094950507,2094949870,9,92.8359
1000,par,0.052993,2094950601,2094950521,10,74.8477
1000,built,0.000083,2094950492,2094950855,0,1.70703
1000,seq,0.000043,2094950679,2094950961,0,1.82812
1000,par,0.000403,2094950695,2094950844,1,1.95703
1000,par,0.001163,2094950508,2094950753,2,1.85547
1000,par,0.002043,2094950621,2094950633,3,4.74609
1000,par,0.004195,2094950482,2094950336,4,8.85156
1000,par,0.007180,2094950518,2094950169,5,16.8438
1000,par,0.011964,2094950586,2094950543,6,24.7422
1000,par,0.027326,2094950394,2094950032,7,42.8516
1000,par,0.020800,2094950501,2094950539,8,41.1094
1000,par,0.034141,2094950445,2094950571,9,96.7969
1000,par,0.069517,2094950494,2094949569,10,67.5703
1000,built,0.000083,2094950205,2094949840,0,1.82031
1000,seq,0.000043,2094950629,2094950770,0,1.86719
1000,par,0.000930,2094950260,2094950646,1,1.96484
1000,par,0.000546,2094950600,2094950675,2,1.96875
1000,par,0.002095,2094950405,2094950351,3,4.72266
1000,par,0.003652,2094950640,2094950203,4,8.78516
1000,par,0.006477,2094950249,2094950508,5,12.7266
1000,par,0.011360,2094950066,2094950611,6,24.7266
1000,par,0.013694,2094950253,2094950427,7,30.8086
1000,par,0.028447,2094950722,2094950405,8,39.0195
