size,type,time,freq_before_hz,freq_after_hz,level,peak_memory_mb
85,par,0.000349,2094950637,2094950844,1,2.85156
85,par,0.000575,2094950861,2094951022,2,2.80469
85,par,0.002020,2094950498,2094949807,3,2.8125
85,par,0.003487,2094950163,2094950594,4,6.80859
85,par,0.004900,2094950615,2094950598,5,12.8125
85,par,0.007582,2094950467,2094950583,6,18.7969
85,par,0.007065,2094950740,2094950594,7,22.7266
85,par,0.010290,2094950824,2094950716,8,16.7539
85,par,0.010106,2094950738,2094950704,9,12.8711
85,par,0.011614,2094950750,2094950362,10,26.7227
85,built,0.000008,2094950557,2094951025,0,1.72266
85,seq,0.000003,2094950707,2094951015,0,1.8125
85,par,0.000356,2094950769,2094950885,1,1.86719
85,par,0.001178,2094950623,2094951009,2,2.87109
85,par,0.001988,2094950105,2094950377,3,6.86719
85,par,0.003257,2094950609,2094950587,4,8.84766
85,par,0.005254,2094950381,2094950630,5,10.8203
85,par,0.005812,2094950481,2094950516,6,16.7891
85,par,0.010702,2094949933,2094950831,7,24.793
85,par,0.007340,2094950637,2094950714,8,10.8281
85,par,0.011050,2094950583,2094950719,9,18.7266
85,par,0.011040,2094950649,2094950698,10,26.8477
85,built,0.000008,2094950661,2094950880,0,1.73828
85,seq,0.000003,2094950758,2094951010,0,1.85547
85,par,0.000351,2094950321,2094950886,1,1.87109
85,par,0.001142,2094950407,2094950905,2,1.98047
85,par,0.001296,2094950750,2094950976,3,4.87109
85,par,0.003442,2094950729,2094950738,4,8.85156
85,par,0.007801,2094950772,2094950447,5,12.875
85,par,0.008115,2094950766,2094950783,6,20.7891
85,par,0.013179,2094950377,2094950278,7,22.8633
85,par,0.009020,2094949716,2094950613,8,20.8047
85,par,0.010247,2094950534,2094950209,9,12.793
85,par,0.011303,2094950696,2094950781,10,20.8672
85,built,0.000008,2094950361,2094950863,0,1.66016
85,seq,0.000003,2094950767,2094950972,0,1.80469
85,par,0.000921,2094950743,2094950700,1,1.86719
85,par,0.000572,2094950360,2094950842,2,1.98047
85,par,0.002060,2094950532,2094950189,3,4.78516
85,par,0.003883,2094950624,2094950457,4,8.73438
85,par,0.005287,2094950653,2094950327,5,12.7305
85,par,0.007774,2094950606,2094950591,6,16.8984
85,par,0.008207,2094950507,2094950600,7,12.7852
85,par,0.008773,2094950744,2094950827,8,24.7305
85,par,0.011772,2094950769,2094950726,9,20.8594
85,par,0.008974,2094950660,2094950653,10,13
85,built,0.000006,2094950843,2094949981,0,1.72656
85,seq,0.000003,2094950330,2094950763,0,1.80859
85,par,0.000357,2094950675,2094950886,1,1.83203
85,par,0.001200,2094950141,2094950773,2,2.87109
85,par,0.001856,2094950773,2094950645,3,4.74609
85,par,0.003421,2094950487,2094950219,4,8.79297
85,par,0.006345,2094950768,2094950712,5,12.8789
85,par,0.006882,2094950658,2094950687,6,16.793
85,par,0.007285,2094950518,2094950694,7,12.9688
85,par,0.007984,2094950576,2094950186,8,14.8164
85,par,0.008853,2094950727,2094950687,9,14.9102
85,par,0.009785,2094950567,2094950544,10,26.7539
85,built,0.000007,2094950892,2094950908,0,1.71484
55000,seq,0.003529,2094950348,2094950880,0,2.13672
55000,par,0.003864,2094950518,2094950337,1,2.35938
55000,par,0.003638,2094950628,2094950541,2,2.69922
55000,par,0.003252,2094950689,2094950651,3,6.14844
55000,par,0.004413,2094950497,2094950575,4,8.11328
55000,par,0.005869,2094950764,2094950472,5,16.0234
55000,par,0.009797,2094950549,2094950539,6,10.3828
55000,par,0.028289,2094950624,2094950496,7,18.6211
55000,par,0.029951,2094950335,2094949995,8,44.7109
55000,par,0.097540,2094950802,2094950696,9,93.1289
55000,par,0.138285,2094950711,2094950547,10,112.32
55000,built,0.006362,2094950508,2094951009,0,2.78125
55000,seq,0.003521,2094950890,2094951070,0,2.01562
55000,par,0.003957,2094950605,2094950507,1,2.30078
55000,par,0.002998,2094950534,2094950750,2,4.14844
55000,par,0.003648,2094950766,2094950573,3,4.17188
55000,par,0.003614,2094950657,2094950489,4,6.19531
55000,par,0.008248,2094948424,2094950704,5,14.0586
55000,par,0.010832,2094950342,2094950514,6,20.2031
55000,par,0.019253,2094950633,2094950724,7,30.1406
55000,par,0.052799,2094950579,2094950541,8,120.125
55000,par,0.081898,2094950655,2094949833,9,56.9922
55000,par,0.122982,2094950793,2094950055,10,170.281
55000,built,0.006346,2094950461,2094950773,0,2.71484
55000,seq,0.003528,2094950742,2094950877,0,1.94922
55000,par,0.003829,2094950802,2094950724,1,4.11719
55000,par,0.003250,2094950597,2094950528,2,4.08203
55000,par,0.003008,2094950666,2094950397,3,6.14844
55000,par,0.004204,2094950345,2094950408,4,8.07812
55000,par,0.006686,2094950236,2094950043,5,12.125
55000,par,0.014974,2094950717,2094950614,6,22.1797
55000,par,0.035704,2094950397,2094950937,7,44.1016
55000,par,0.037122,2094950109,2094950504,8,96.2148
55000,par,0.086539,2094950713,2094950614,9,94.0742
55000,par,0.123831,2094950050,2094950331,10,252.039
55000,built,0.006363,2094950388,2094950901,0,2.82031
55000,seq,0.003520,2094950822,2094950909,0,2.09766
55000,par,0.003953,2094949966,2094949701,1,2.32422
55000,par,0.003587,2094950269,2094950111,2,4.17188
55000,par,0.003319,2094950157,2094950661,3,6.13281
55000,par,0.004600,2094950594,2094950367,4,8.16016
55000,par,0.006879,2094950352,2094950676,5,20.0625
55000,par,0.020135,2094950523,2094950186,6,16.3203
55000,par,0.019360,2094950420,2094950579,7,64.1445
55000,par,0.039815,2094950693,2094950469,8,34.1992
55000,par,0.094791,2094950782,2094950743,9,65.1133
55000,par,0.301853,2094950925,2094950870,10,106.043
55000,built,0.006415,2094950875,2094950989,0,2.78906
55000,seq,0.003651,2094950480,2094950890,0,2.07422
55000,par,0.004122,2094949682,2094949579,1,2.30078
55000,par,0.003963,2094950680,2094950743,2,2.67188
55000,par,0.003106,2094949811,2094950030,3,4.13672
55000,par,0.004444,2094950573,2094950230,4,8.24219
55000,par,0.006733,2094950756,2094950691,5,16.1172
55000,par,0.011621,2094950611,2094950241,6,30.1328
55000,par,0.020439,2094949772,2094950048,7,24.6172
55000,par,0.040101,2094950420,2094950401,8,54.7969
55000,par,0.076918,2094950748,2094950712,9,80.8398
55000,par,0.153954,2094950099,2094950376,10,88.0625
55000,built,0.006385,2094950635,2094949985,0,2.79297
900,seq,0.000038,2094950599,2094950832,0,1.91797
900,par,0.000402,2094950426,2094950894,1,1.95703
900,par,0.000566,2094950748,2094950833,2,2.03516
900,par,0.002419,2094950785,2094950457,3,4.89062
900,par,0.003493,2094950585,2094950644,4,8.78906
900,par,0.007386,2094950416,2094950781,5,16.8633
900,par,0.013616,2094950399,2094950659,6,32.8477
900,par,0.021842,2094950770,2094950713,7,26.8555
900,par,0.037389,2094950758,2094950615,8,90.8984
900,par,0.065001,2094950796,2094950711,9,47.4062
900,par,0.073762,2094950471,2094950419,10,124.879
900,built,0.000079,2094950783,2094951005,0,1.80469
900,seq,0.000037,2094950609,2094950906,0,1.80078
900,par,0.000403,2094950734,2094950863,1,1.95703
900,par,0.000552,2094950717,2094950867,2,2.80859
900,par,0.002097,2094950619,2094950809,3,4.73047
900,par,0.003514,2094950767,2094950720,4,8.81641
900,par,0.007544,2094950535,2094950656,5,18.75
900,par,0.013480,2094950515,2094950746,6,18.7305
900,par,0.025226,2094950852,2094950655,7,60.7539
900,par,0.035820,2094950596,2094950710,8,88.8047
900,par,0.049968,2094950786,2094950642,9,76.8555
900,par,0.125446,2094950079,2094950042,10,148.777
900,built,0.000074,2094950575,2094950917,0,1.76562
900,seq,0.000038,2094950628,2094950882,0,1.8125
900,par,0.000404,2094950560,2094950848,1,1.83984
900,par,0.000559,2094950410,2094950865,2,2.04297
900,par,0.002194,2094950735,2094949997,3,4.75
900,par,0.004110,2094950752,2094950395,4,8.74609
900,par,0.007616,2094950600,2094950474,5,16.8867
900,par,0.012585,2094950873,2094950759,6,34.7891
900,par,0.025254,2094950590,2094950559,7,58.7344
900,par,0.391268,2094950502,2094950614,8,35.4336
900,par,0.052911,2094950335,2094950290,9,96.793
900,par,0.070822,2094950599,2094950323,10,158.887
900,built,0.000078,2094950380,2094950931,0,1.75781
900,seq,0.000038,2094950794,2094950952,0,1.82031
900,par,0.000394,2094950362,2094951042,1,1.98438
900,par,0.001167,2094950494,2094950901,2,1.96484
900,par,0.001836,2094950759,2094950368,3,2.79297
900,par,0.003452,2094949955,2094950563,4,8.74609
900,par,0.007247,2094950451,2094950629,5,16.793
900,par,0.016191,2094950587,2094950610,6,16.7656
900,par,0.023780,2094950756,2094950719,7,34.9492
900,par,0.035102,2094950560,2094950835,8,80.8203
900,par,0.051599,2094950872,2094950322,9,124.902
900,par,0.107407,2094950456,2094950665,10,134.801
900,built,0.000075,2094950748,2094950909,0,1.80859
900,seq,0.000038,2094949855,2094950960,0,1.92188
900,par,0.000384,2094950754,2094951020,1,1.98438
900,par,0.001153,2094950578,2094950871,2,2.86719
900,par,0.002012,2094950299,2094950370,3,4.85547
900,par,0.003525,2094950390,2094950625,4,8.73438
900,par,0.006861,2094950546,2094950805,5,16.8086
900,par,0.016322,2094949985,2094950707,6,28.9453
900,par,0.027443,2094950512,2094950614,7,26.75
900,par,0.035206,2094950709,2094950507,8,29.5938
900,par,0.070022,2094950869,2094950566,9,136.867
900,par,0.180330,2094950690,2094950680,10,61.4062
900,built,0.000076,2094950766,2094950979,0,1.77734
4000,seq,0.000199,2094950661,2094950970,0,1.91406
4000,par,0.000428,2094950619,2094950842,1,2
4000,par,0.000597,2094950669,2094950948,2,2.03516
4000,par,0.001578,2094950658,2094950588,3,4.72656
4000,par,0.003801,2094950664,2094950721,4,8.73047
4000,par,0.005184,2094950579,2094950725,5,14.8789
4000,par,0.007843,2094950715,2094950723,6,18.7852
4000,par,0.026691,2094950626,2094950655,7,44.793
4000,par,0.041418,2094950646,2094950640,8,76.8281
4000,par,0.065525,2094950764,2094949987,9,90.7773
4000,par,0.089701,2094950822,2094950689,10,88.9531
4000,built,0.000365,2094950776,2094950822,0,1.87891
4000,seq,0.000199,2094950752,2094951057,0,1.81641
4000,par,0.000450,2094950772,2094950851,1,2.07812
4000,par,0.001484,2094950442,2094950765,2,2.8125
4000,par,0.002027,2094950095,2094950031,3,4.8125
4000,par,0.004234,2094950570,2094950624,4,8.80859
4000,par,0.005810,2094950576,2094950789,5,10.8516
4000,par,0.012048,2094950464,2094950428,6,30.8906
4000,par,0.017348,2094950717,2094950686,7,48.9062
4000,par,0.034896,2094950623,2094950726,8,43.1758
4000,par,0.168783,2094950555,2094950078,9,134.898
4000,par,0.086606,2094950733,2094950194,10,76.3867
4000,built,0.000368,2094949862,2094950858,0,1.80469
4000,seq,0.000200,2094950465,2094951021,0,1.85547
4000,par,0.000439,2094950618,2094950853,1,2.08203
4000,par,0.000606,2094950757,2094950827,2,2.8125
4000,par,0.002123,2094950577,2094950277,3,4.87891
4000,par,0.004996,2094950886,2094950887,4,10.7266
4000,par,0.006175,2094950585,2094950578,5,16.7266
4000,par,0.008868,2094950790,2094950865,6,28.9062
4000,par,0.018206,2094950264,2094950658,7,32.8594
4000,par,0.046156,2094950645,2094950003,8,54.7969
4000,par,0.056551,2094950752,2094950783,9,51.4141
4000,par,0.094042,2094950767,2094950702,10,75.4805
4000,built,0.000361,2094950493,2094950969,0,1.82812
4000,seq,0.000199,2094950671,2094951047,0,1.96875
4000,par,0.000445,2094950539,2094950808,1,2.85156
4000,par,0.000994,2094950387,2094950807,2,1.89844
4000,par,0.002114,2094950572,2094950748,3,4.80859
4000,par,0.003665,2094950583,2094950689,4,8.78906
4000,par,0.005913,2094950736,2094950446,5,14.8125
4000,par,0.011280,2094950783,2094950611,6,20.7734
4000,par,0.030730,2094950569,2094950609,7,23.0742
4000,par,0.026863,2094950342,2094950673,8,42.8555
4000,par,0.047690,2094950496,2094950559,9,57.3633
4000,par,0.088894,2094950603,2094950786,10,130.75
4000,built,0.000359,2094950757,2094950705,0,1.87891
4000,seq,0.000200,2094950513,2094950937,0,1.86328
4000,par,0.000972,2094950634,2094950784,1,4.78516
4000,par,0.000637,2094950741,2094950878,2,2.89062
4000,par,0.001893,2094950563,2094950381,3,4.85156
4000,par,0.003598,2094950507,2094950452,4,8.78906
4000,par,0.006523,2094950413,2094950514,5,14.7891
4000,par,0.012778,2094950553,2094950709,6,30.7656
4000,par,0.018746,2094950347,2094950568,7,30.9219
4000,par,0.038008,2094950776,2094950378,8,28.9688
4000,par,0.050118,2094950704,2094948268,9,53.457
4000,par,0.079901,2094950581,2094949412,10,166.941
4000,built,0.000366,2094950704,2094951009,0,1.76953
50000,seq,0.003123,2094950686,2094950901,0,2.02344
50000,par,0.002901,2094950611,2094950548,1,4.01562
50000,par,0.002982,2094950472,2094950416,2,2.59375
50000,par,0.003450,2094950672,2094950547,3,6.10156
50000,par,0.004673,2094950448,2094950688,4,8.19531
50000,par,0.006705,2094950371,2094950261,5,16.1602
50000,par,0.013393,2094950355,2094950673,6,28.2383
50000,par,0.028473,2094950543,2094950585,7,28.457
50000,par,0.070689,2094950193,2094949709,8,118.117
50000,par,0.103397,2094950630,2094950295,9,72.8594
50000,par,0.169481,2094950615,2094950189,10,121.312
50000,built,0.005725,2094950757,2094950721,0,2.47656
50000,seq,0.003120,2094950771,2094950936,0,1.98828
50000,par,0.002927,2094950568,2094950430,1,2.26562
50000,par,0.003132,2094950481,2094950827,2,4.08203
50000,par,0.003311,2094950152,2094950490,3,4.14062
50000,par,0.005049,2094950129,2094950777,4,10.0859
50000,par,0.007117,2094950572,2094950323,5,16.0391
50000,par,0.013891,2094950553,2094950689,6,36.1367
50000,par,0.022656,2094950672,2094950706,7,44.1484
50000,par,0.074339,2094950147,2094950579,8,54.0703
50000,par,0.098526,2094950342,2094950444,9,98.1562
50000,par,0.209854,2094950708,2094950604,10,122.039
50000,built,0.005710,2094950500,2094950843,0,2.48438
50000,seq,0.003115,2094950754,2094951038,0,1.91016
50000,par,0.002948,2094950780,2094950273,1,4.00391
50000,par,0.003026,2094950417,2094950641,2,4.08203
50000,par,0.003697,2094950698,2094950714,3,4.11719
50000,par,0.004020,2094950669,2094950703,4,10.1523
50000,par,0.007263,2094950867,2094950509,5,16.0703
50000,par,0.011569,2094950430,2094950525,6,24.2617
50000,par,0.037311,2094950243,2094950568,7,66.125
50000,par,0.049065,2094950203,2094950188,8,70.2109
50000,par,0.097401,2094950524,2094950217,9,82.8594
50000,par,0.156742,2094950588,2094949636,10,130.84
50000,built,0.005700,2094950743,2094950759,0,2.52344
50000,seq,0.003212,2094950149,2094950333,0,1.97656
50000,par,0.002933,2094950858,2094950380,1,2.23047
50000,par,0.002915,2094950728,2094950498,2,2.59375
50000,par,0.003546,2094950458,2094950733,3,6.12109
50000,par,0.005153,2094949724,2094950536,4,10.1211
50000,par,0.007835,2094950342,2094950326,5,18.0547
50000,par,0.015271,2094950602,2094950517,6,36.2109
50000,par,0.029476,2094950693,2094950724,7,62.1602
50000,par,0.062347,2094950412,2094950144,8,102.148
50000,par,0.090489,2094950935,2094950333,9,198.23
50000,par,0.502013,2094950707,2094950447,10,131.586
50000,built,0.005767,2094950570,2094949922,0,2.55859
50000,seq,0.003120,2094950623,2094950815,0,1.98047
50000,par,0.002914,2094950759,2094950439,1,2.21484
50000,par,0.003456,2094950689,2094950309,2,4.11328
50000,par,0.003407,2094950608,2094950563,3,6.08984
50000,par,0.004840,2094950715,2094950611,4,10.1133
50000,par,0.005662,2094950790,2094950544,5,20.1367
50000,par,0.014282,2094950331,2094949210,6,34.1758
50000,par,0.027662,2094950568,2094950495,7,58.1328
50000,par,0.059196,2094950633,2094950583,8,60.6836
50000,par,0.082810,2094948961,2094950412,9,136.266
50000,par,0.169618,2094950691,2094950162,10,109.566
50000,built,0.005704,2094950772,2094950987,0,2.53125
9500,seq,0.000515,2094950677,2094951100,0,2.05469
9500,par,0.000672,2094950590,2094950868,1,2.85156
9500,par,0.001112,2094950712,2094950958,2,2.17578
9500,par,0.002112,2094950690,2094950425,3,4.83203
9500,par,0.003514,2094950697,2094950367,4,8.73047
9500,par,0.007596,2094950562,2094950840,5,19.9609
9500,par,0.017708,2094950688,2094950708,6,19.0352
9500,par,0.019718,2094950908,2094950692,7,46.8164
9500,par,0.380398,2094950724,2094950034,8,92.9492
9500,par,0.083044,2094950543,2094950006,9,102.832
9500,par,0.118910,2094949904,2094950631,10,98.6172
9500,built,0.000926,2094950614,2094950880,0,1.89844
9500,seq,0.000515,2094950519,2094950851,0,1.95312
9500,par,0.000670,2094950761,2094950695,1,2.85156
9500,par,0.001133,2094950677,2094950923,2,2.85156
9500,par,0.001554,2094950874,2094950443,3,4.76953
9500,par,0.003579,2094950695,2094950600,4,8.78906
9500,par,0.007743,2094950728,2094950636,5,16.7969
9500,par,0.014912,2094950612,2094950504,6,32.8789
9500,par,0.027468,2094950771,2094950685,7,24.957
9500,par,0.052470,2094950745,2094950109,8,56.8125
9500,par,0.092407,2094950283,2094949184,9,75.1484
9500,par,0.226298,2094950771,2094950988,10,126.059
9500,built,0.000931,2094950490,2094950919,0,1.96875
9500,seq,0.000516,2094950732,2094951026,0,1.92188
9500,par,0.000674,2094950436,2094950877,1,2.08203
9500,par,0.001534,2094950699,2094950295,2,2.01953
9500,par,0.002065,2094950671,2094950282,3,4.83984
9500,par,0.003682,2094949974,2094950683,4,8.82031
9500,par,0.005893,2094950581,2094950597,5,18.7891
9500,par,0.016319,2094950753,2094950693,6,32.7891
9500,par,0.026547,2094950702,2094950515,7,60.8633
9500,par,0.055291,2094950763,2094950682,8,57.1094
9500,par,0.066951,2094950447,2094949395,9,92.9258
9500,par,0.140978,2094950598,2094950282,10,162.738
9500,built,0.000943,2094950776,2094951048,0,1.96484
9500,seq,0.000514,2094950786,2094950157,0,1.94141
9500,par,0.000697,2094950597,2094950857,1,2.16406
9500,par,0.001437,2094950781,2094950380,2,2.78516
9500,par,0.001596,2094950289,2094950235,3,4.72266
9500,par,0.003650,2094950588,2094949356,4,8.88672
9500,par,0.006429,2094949943,2094949772,5,16.8125
9500,par,0.014659,2094950653,2094950223,6,34.875
9500,par,0.022991,2094950329,2094950566,7,24.9062
9500,par,0.040911,2094950631,2094950691,8,46.7969
9500,par,0.059593,2094950537,2094950506,9,106.918
9500,par,0.147741,2094950571,2094950573,10,92.5938
9500,built,0.000932,2094950398,2094950972,0,1.93359
9500,seq,0.000515,2094950637,2094950660,0,1.95312
9500,par,0.000673,2094950525,2094950737,1,2.00781
9500,par,0.000768,2094950466,2094949993,2,2.79297
9500,par,0.001937,2094950468,2094939553,3,4.84766
9500,par,0.003692,2094950160,2094950523,4,8.78906
9500,par,0.006843,2094950363,2094950557,5,16.8945
9500,par,0.013517,2094950361,2094950540,6,32.7617
9500,par,0.027079,2094950610,2094950779,7,32.7266
9500,par,0.042750,2094950451,2094950556,8,62.7344
9500,par,0.091706,2094950380,2094950252,9,94.7852
9500,par,1.111531,2094950502,2094950196,10,158.879
9500,built,0.000939,2094950582,2094950693,0,2.01562
550000,seq,0.041372,2094949477,2094950521,0,9.46875
550000,par,0.032368,2094950338,2094950762,1,9.75391
550000,par,0.029700,2094950630,2094950611,2,10.1641
550000,par,0.024989,2094950641,2094950626,3,13.6992
550000,par,0.024189,2094950345,2094950319,4,15.7617
550000,par,0.025305,2094948971,2094949931,5,17.8242
550000,par,0.024711,2094950506,2094950168,6,31.7773
550000,par,0.034842,2094950176,2094950168,7,51.9219
550000,par,0.054462,2094950559,2094950210,8,54.4062
550000,par,0.106461,2094950551,2094950442,9,159.684
550000,par,0.176715,2094950561,2094950109,10,144.508
550000,built,0.076589,2094950642,2094950574,0,14.125
550000,seq,0.041337,2094950321,2094950492,0,9.47656
550000,par,0.033494,2094950658,2094950710,1,9.64453
550000,par,0.029655,2094950554,2094950160,2,11.6836
550000,par,0.025095,2094950632,2094950605,3,13.7383
550000,par,0.024106,2094950479,2094949650,4,13.7188
550000,par,0.024691,2094950543,2094950547,5,17.6367
550000,par,0.026431,2094950635,2094949055,6,19.7422
550000,par,0.041556,2094950646,2094950325,7,73.8555
550000,par,0.045145,2094950611,2094950289,8,69.9336
550000,par,0.096642,2094950492,2094950290,9,95.6875
550000,par,0.165265,2094950606,2094950090,10,319.543
550000,built,0.075871,2094950390,2094950536,0,14.1406
550000,seq,0.041448,2094950637,2094950526,0,9.41797
550000,par,0.032479,2094950714,2094950379,1,9.73828
550000,par,0.030139,2094950636,2094950554,2,11.7383
550000,par,0.025403,2094950530,2094950316,3,13.8008
550000,par,0.024234,2094950473,2094950272,4,13.7422
550000,par,0.024755,2094950658,2094950513,5,15.7539
550000,par,0.028578,2094950466,2094950606,6,25.7617
550000,par,0.034064,2094950589,2094949990,7,65.6875
550000,par,0.052405,2094950047,2094950583,8,50.1797
550000,par,0.137192,2094950387,2094949341,9,73.2656
550000,par,0.286305,2094950658,2094950486,10,142.086
550000,built,0.076765,2094950335,2094950872,0,14.1992
550000,seq,0.041361,2094950505,2094950547,0,9.39062
550000,par,0.032597,2094950275,2094950115,1,9.69141
550000,par,0.029947,2094950676,2094950500,2,11.6484
550000,par,0.024973,2094950129,2094950326,3,13.7305
550000,par,0.024360,2094950589,2094950269,4,15.8359
550000,par,0.026835,2094950342,2094950124,5,27.8047
550000,par,0.029979,2094950705,2094950102,6,39.8047
550000,par,0.036609,2094950625,2094950523,7,57.8008
550000,par,0.069353,2094950185,2094950328,8,139.695
550000,par,0.104653,2094950621,2094950351,9,125.73
550000,par,0.206730,2094950206,2094950445,10,271.734
550000,built,0.076588,2094950141,2094949721,0,14.0586
550000,seq,0.041378,2094950385,2094950887,0,9.46094
550000,par,0.032149,2094950625,2094950376,1,9.73047
550000,par,0.029843,2094950729,2094950353,2,11.7383
550000,par,0.024802,2094950329,2094950425,3,11.6758
550000,par,0.023839,2094950660,2094950271,4,15.6953
550000,par,0.026796,2094950388,2094950620,5,15.8203
550000,par,0.031192,2094950544,2094950439,6,45.668
550000,par,0.035225,2094950308,2094950260,7,69.7422
550000,par,0.056462,2094950626,2094950514,8,53.9766
550000,par,0.122689,2094950649,2094950430,9,99.7109
550000,par,0.276330,2094950602,2094950581,10,147.258
550000,built,0.076734,2094950589,2094950631,0,14.1172
200000,seq,0.014164,2094950322,2094950540,0,4.16797
200000,par,0.013873,2094950180,2094950575,1,4.47656
200000,par,0.010731,2094950642,2094950487,2,4.86328
200000,par,0.010876,2094950717,2094950533,3,8.45703
200000,par,0.008277,2094950634,2094950322,4,8.48828
200000,par,0.009518,2094950522,2094950271,5,14.4258
200000,par,0.013073,2094950514,2094950438,6,24.5078
200000,par,0.026916,2094950382,2094950320,7,40.4688
200000,par,0.049443,2094950222,2094949806,8,46.9609
200000,par,0.101641,2094950154,2094950447,9,148.398
200000,par,0.154643,2094950203,2094949652,10,141.387
200000,built,0.028129,2094947633,2094950693,0,6.14062
200000,seq,0.014155,2094950616,2094950748,0,4.19531
200000,par,0.013896,2094950333,2094950617,1,4.47656
200000,par,0.010590,2094950296,2094950297,2,6.375
200000,par,0.010609,2094950427,2094950050,3,8.42578
200000,par,0.007773,2094950595,2094950221,4,10.5156
200000,par,0.008906,2094950219,2094950357,5,12.5586
200000,par,0.019045,2094950522,2094949982,6,14.5195
200000,par,0.018891,2094950144,2094950477,7,36.418
200000,par,0.047228,2094950528,2094950485,8,116.488
200000,par,0.152344,2094950522,2094950419,9,140.453
200000,par,0.290220,2094950330,2094949758,10,432.453
200000,built,0.025833,2094950647,2094950484,0,6.14062
200000,seq,0.014171,2094950292,2094950943,0,4.18359
200000,par,0.015950,2094948916,2094950485,1,8.43359
200000,par,0.010648,2094950486,2094950453,2,6.51953
200000,par,0.011132,2094950587,2094950286,3,8.49609
200000,par,0.007971,2094949135,2094949205,4,10.3789
200000,par,0.011698,2094950261,2094950217,5,16.4961
200000,par,0.013026,2094950496,2094950206,6,24.5117
200000,par,0.031379,2094950351,2094950387,7,66.4609
200000,par,0.043173,2094950476,2094950491,8,62.5156
200000,par,0.097993,2094950646,2094950238,9,63.2734
200000,par,0.770557,2094950370,2094949836,10,114.137
200000,built,0.025787,2094950548,2094950772,0,6.07031
200000,seq,0.014165,2094950637,2094950697,0,4.17578
200000,par,0.013879,2094950577,2094950603,1,4.51172
200000,par,0.010803,2094950427,2094949884,2,6.43359
200000,par,0.010602,2094950530,2094950475,3,8.42969
200000,par,0.007863,2094950504,2094950404,4,10.4375
200000,par,0.008628,2094950492,2094950346,5,18.3828
200000,par,0.016380,2094950734,2094950429,6,20.4492
200000,par,0.026509,2094950031,2094950090,7,64.3984
200000,par,0.035670,2094950512,2094949955,8,122.422
200000,par,0.130262,2094950613,2094950567,9,65.7812
200000,par,0.220093,2094950262,2094950479,10,298.453
200000,built,0.025792,2094950541,2094950817,0,6.08984
200000,seq,0.014171,2094950605,2094950219,0,4.19531
200000,par,0.013820,2094950414,2094950549,1,4.40625
200000,par,0.010679,2094950502,2094950627,2,4.875
200000,par,0.010750,2094950666,2094950394,3,6.55078
200000,par,0.007889,2094950286,2094950534,4,10.4336
200000,par,0.009008,2094949067,2094950432,5,16.5117
200000,par,0.014218,2094950646,2094950564,6,20.5859
200000,par,0.028511,2094950551,2094950500,7,74.457
200000,par,0.035756,2094950471,2094949215,8,54.4648
200000,par,0.100595,2094950597,2094949001,9,70.0742
200000,par,0.148231,2094950483,2094950145,10,118.895
200000,built,0.025811,2094950415,2094950736,0,6.01562
800000,seq,0.063216,2094950614,2094950562,0,13.2109
800000,par,0.059680,2094950502,2094950400,1,13.4141
800000,par,0.038885,2094950195,2094950417,2,15.2617
800000,par,0.029241,2094950399,2094950626,3,15.4062
800000,par,0.023803,2094950502,2094950596,4,17.5508
800000,par,0.021620,2094950518,2094950433,5,21.4922
800000,par,0.024072,2094950608,2094950082,6,25.4375
800000,par,0.031598,2094950449,2094950329,7,53.4922
800000,par,0.047626,2094950372,2094950437,8,109.398
800000,par,0.088495,2094950624,2094950710,9,159.77
800000,par,1.287347,2094950551,2094950712,10,98.3906
800000,built,0.114143,2094950574,2094950600,0,19.7852
800000,seq,0.063228,2094950148,2094950482,0,13.1914
800000,par,0.059758,2094950510,2094950602,1,13.5352
800000,par,0.038794,2094950401,2094950325,2,15.4922
800000,par,0.029286,2094950482,2094950335,3,15.4141
800000,par,0.023367,2094950631,2094950468,4,17.4492
800000,par,0.021157,2094950526,2094950645,5,21.4297
800000,par,0.024848,2094950341,2094950597,6,31.5352
800000,par,0.030365,2094950544,2094950553,7,37.457
800000,par,0.055960,2094950315,2094950270,8,41.9219
800000,par,0.063312,2094950234,2094950422,9,71.4883
800000,par,0.142420,2094950087,2094950487,10,91.2617
800000,built,0.114764,2094950401,2094950582,0,19.9492
800000,seq,0.063342,2094950727,2094950768,0,13.1992
800000,par,0.060092,2094950412,2094950269,1,13.4492
800000,par,0.038970,2094950719,2094950624,2,15.3359
800000,par,0.029336,2094950393,2094949757,3,15.4922
800000,par,0.023359,2094950055,2094949987,4,17.4922
800000,par,0.021735,2094949619,2094950259,5,23.3945
800000,par,0.025425,2094950547,2094949836,6,29.4648
800000,par,0.041721,2094950271,2094950622,7,49.3945
800000,par,0.062860,2094950155,2094947515,8,87.4648
800000,par,0.087422,2094950551,2094950637,9,85.832
800000,par,0.193531,2094950554,2094950340,10,287.848
800000,built,0.114358,2094950417,2094950481,0,19.5977
800000,seq,0.065063,2094950700,2094950054,0,13.1914
800000,par,0.061036,2094950518,2094950606,1,13.8945
800000,par,0.038964,2094950452,2094950498,2,14.1133
800000,par,0.029079,2094950233,2094949854,3,15.4219
800000,par,0.023781,2094950378,2094950494,4,17.4414
800000,par,0.021531,2094950416,2094950445,5,23.4492
800000,par,0.023646,2094950525,2094950334,6,33.4805
800000,par,0.032057,2094950151,2094950442,7,43.8008
